YJコード,医薬品名,需要タイプ名,製造販売元メーカー,在庫数,単位,置き場,最終処方日,最終処方量,不動期間,期限間近/期限切れ数量,直近の有効期限,単位薬価,在庫金額（薬価）,採用停止日,JANコード
2325003F3230,ファモチジンＯＤ錠１０ｍｇ「トーワ」,PTP/10mg1錠/10錠,東和薬品,185,錠,,2026-03-21,42,18,0,2028-09-30,10.8,1998,,4987155948066
1190028D1026,メラトベル顆粒小児用０．２％,バラ/0.2%1g,ノーベル,26,g,,2025-08-01,28,250,26,2026-09-30,207.7,5400.2,,4987846114015
2691702M1060,マキサカルシトール軟膏２５μｇ／ｇ「タカタ」,包装小/0.0025%1g/10g,高田,190,g,,2026-03-31,60,8,0,2028-12-31,30.1,5719,,4987120269813
2133001F1522,アルダクトンＡ錠２５ｍｇ,PTP/25mg1錠/10錠,ファイザー,21.5,錠,,2025-08-07,28,244,0,2029-07-31,11.5,247.25,,4987114936301
1319742Q2248,レボフロキサシン点眼液１．５％「ＶＴＲＳ」,包装小/1.5%1mL/5mL,マイランＥＰＤ,45,mL,,2025-05-28,5,315,0,2028-02-29,19.1,859.5,,4987901103008
1147002F1650,ジクロフェナクＮａ錠２５ｍｇ「サワイ」,PTP/25mg1錠/10錠,沢井,54,錠,,2026-03-21,20,18,0,2028-04-30,6.1,329.4,,4987080119913
2251001F3154,テオフィリン徐放錠２００ｍｇ「サワイ」,PTP/200mg1錠/10錠,沢井,31,錠,,2026-01-27,7,71,0,2027-05-31,6.3,195.3,,4987080000617
1179045F1040,アリピプラゾール錠３ｍｇ「ＹＤ」,PTP/3mg1錠/10錠,陽進堂,116,錠,,2026-03-17,45,22,0,2028-03-31,6.3,730.8,,4987476172409
1179045F2046,アリピプラゾール錠６ｍｇ「ＹＤ」,PTP/6mg1錠/10錠,陽進堂,176,錠,,2025-09-06,28,214,0,2028-02-29,10.8,1900.8,,4987476172508
2290801G2025,シムビコートタービュヘイラー６０吸入,包装小/60吸入1キット/1キット,アストラゼネカ,0,キット,,2025-09-25,1,,0,,2042.3,0,,4987650688108
1249010F1301,チザニジン錠１ｍｇ「サワイ」,PTP/1mg1錠/10錠,沢井,210,錠,,2026-03-23,84,16,0,2028-07-31,6.3,1323,,4987080103912
1319825Q1025,アイラミド配合懸濁性点眼液,包装小/1mL/5mL,千寿,20,mL,,2025-12-25,15,104,0,2028-02-29,363.8,7276,,4987123000949
1319823Q1026,ミケルナ配合点眼液,包装小/1mL/2.5mL,大塚製薬,15,mL,,2026-02-20,5,47,0,2028-01-31,538.5,8077.5,,4987035177326
5200039D1039,ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,0,g,,2025-12-27,675,,0,,16.4,0,,4987138812537
2149049F3020,ミネブロ錠５ｍｇ,PTP/5mg1錠/10錠,第一三共,3,錠,,2025-10-29,54,161,0,2027-12-31,137.4,412.2,,4987081108558
5200005D1030,ツムラ温経湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,160,g,,2026-02-06,105,61,0,2028-08-31,37.2,5952,,4987138810649
5200016D1054,ツムラ加味帰脾湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,172.5,g,,2026-04-02,35,6,0,2027-12-31,25.9,4467.75,,4987138813749
2149039F1279,ロサルタンカリウム錠２５ｍｇ「サワイ」,PTP/25mg1錠/10錠,沢井,253.5,錠,,2026-04-02,17.5,6,0,2028-07-31,10.8,2737.8,,4987080284017
5200032F1046,クラシエ桂枝加芍薬湯エキス錠,SP/1錠/18錠,大峰堂,756,錠,,2025-08-01,168,250,0,2028-05-31,6.3,4762.8,,4987045670152
5200065F1059,クラシエ四物湯エキス錠,SP/1錠/18錠,大峰堂,336,錠,,2025-08-01,168,250,0,2028-04-30,6.3,2116.8,,4987045670510
7121703X1399,白色ワセリン「ヨシダ」,調剤用/10g,吉田製薬,730,g,,2026-04-06,50,2,0,2028-07-31,3.16,2306.8,,4987288861027
3399004M1352,イコサペント酸エチルカプセル３００ｍｇ「日医工」,PTP/300mg1カプセル/10カプセル,日医工,192,カプセル,,2026-03-19,36,20,0,2028-05-31,11.8,2265.6,,4987376013512
1139004F1088,バルプロ酸ナトリウム錠１００ｍｇ「アメル」,PTP/100mg1錠/10錠,共和薬品,171,錠,,2026-03-17,60,22,0,2028-06-30,10.8,1846.8,,4987058502037
3999039M1022,オフェブカプセル１００ｍｇ,PTP/100mg1カプセル/14カプセル,日本ベーリンガー,0,カプセル,,2025-12-04,17,,0,,3982.4,0,,4987413721516
6219001H1056,アザルフィジンＥＮ錠５００ｍｇ,PTP/500mg1錠/10錠,あゆみ,38,錠,,2025-07-16,126,266,0,2027-04-30,21,798,,4987896000146
1231014F1097,ジスチグミン臭化物錠５ｍｇ「ＮＩＧ」,PTP/5mg1錠/10錠,日医工岐阜,136.5,錠,,2026-04-07,35,1,0,2028-06-30,10.8,1474.2,,4987123871280
7190701X1036,塩化ナトリウム「オーツカ」,バラ/10g,大塚工場,1056,g,,2026-03-13,56,26,0,2030-04-30,0.91,960.96,,4987035056416
6225001F2032,エブトール２５０ｍｇ錠,PTP/250mg1錠/10錠,科研,30,錠,,2025-08-07,14,244,0,2028-02-29,32.2,966,,4987042110774
2646722Q1064,クロベタゾン酪酸エステルローション０．０５％「イワキ」,包装小/0.05%1g/10g,岩城,50,g,,2025-07-08,50,274,0,2027-09-30,14.7,735,,4987020020767
6223001X1037,ピラマイド原末,バラ/1g,アルフレッサファーマ,2,g,,2025-08-07,7,244,2,2026-04-30,18.8,37.6,,4987274131165
3999467G2020,ナノゾラ皮下注３０ｍｇオートインジェクター,30mg0.375mL1キット/1キット,大正製薬,0,キット,,2026-03-16,2,,0,,111521,0,,4987306054691
2123016F2219,ビソプロロールフマル酸塩錠５ｍｇ「日医工」,PTP/5mg1錠/10錠,日医工,0,錠,,2025-08-15,34,,0,,10.8,0,,4987376075411
3961007F2022,グリミクロンＨＡ錠２０ｍｇ,PTP/20mg1錠/10錠,大日本住友,72,錠,,2026-02-13,60,54,0,2027-09-30,6.3,453.6,,4987116545525
7131001X1208,精製水,調剤用/10mL/ポリ,大成,0,mL,,2025-07-26,480,,0,,0.24,0,,4987297104450
6132005M1059,ケフラールカプセル２５０ｍｇ,PTP/250mg1カプセル/10カプセル,共和薬品,149,カプセル,,2026-03-17,15,22,0,2027-06-30,54.7,8150.3,,4987058633038
4490026F1176,モンテルカストチュアブル錠５ｍｇ「ケミファ」,PTP/5mg1錠/10錠,ケミファ,278,錠,,2026-04-03,14,5,0,2028-07-31,16.3,4531.4,,4987171257128
4490025F3158,オロパタジン塩酸塩ＯＤ錠２．５ｍｇ「サワイ」,PTP/2.5mg1錠/10錠,沢井,276,錠,,2026-03-24,56,15,0,2028-06-30,10.8,2980.8,,4987080006213
2189015F2240,アトルバスタチン錠１０ｍｇ「ＶＴＲＳ」,PTP/10mg1錠/10錠,ファイザーＵＰＪ,0,錠,,2025-08-29,35,,0,,10.8,0,,4987901122504
2242001B2343,コデインリン酸塩散１％「メタル」,バラ/1%1g,中北,388,g,,2025-12-22,42,107,0,2028-02-29,10.5,4074,,4987288961086
3999468G8022,メトジェクト皮下注１５ｍｇペン０．３０ｍＬ,15mg0.3mL1キット/1キット,日本メダック,9,キット,,2025-11-07,4,152,0,2027-11-30,2910,26190,,4987028206767
2190040B1020,ロケルマ懸濁用散分包５ｇ,分包/5g1包/1包,アストラゼネカ,10,包,,2025-08-13,18,238,0,2027-10-31,1005.1,10051,,4987650694109
5200035C1043,クラシエ桂枝加竜骨牡蛎湯エキス細粒,分包/1g/3g,クラシエ,240,g,,2025-11-04,84,155,0,2028-05-31,12,2880,,4987045651328
2439403A1020,オスタバロ皮下注カートリッジ１．５ｍｇ,1.5mg0.75mL1筒/1筒,帝人ファーマ,3,筒,,2026-03-16,2,23,1,2026-10-31,16005,48015,,4987294399552
3969104F2041,メホビル配合錠ＨＤ「日新」,PTP/1錠/10錠,日新製薬,480,錠,,2026-03-18,126,21,0,2028-03-31,22.5,10800,,4987447303016
3969104F1045,メホビル配合錠ＬＤ「日新」,PTP/1錠/10錠,日新製薬,225,錠,,2026-03-12,112,27,0,2028-02-29,22.7,5107.5,,4987447302019
2149042F3036,テルミサルタン錠８０ｍｇ「ＤＳＥＰ」,PTP/80mg1錠/10錠,第一三共エスファ,65,錠,,2025-09-19,35,201,0,2027-10-31,23.5,1527.5,,4987081186556
1179025F3029,デパス錠０．２５ｍｇ,PTP/0.25mg1錠/10錠,田辺三菱,0,錠,,2025-09-22,60,,0,,10.8,0,,4987128205790
1190012F3290,ドネペジル塩酸塩ＯＤ錠３ｍｇ「オーハラ」,PTP/3mg1錠/14錠,大原,64,錠,,2026-04-08,42,0,0,2027-03-31,25.2,1612.8,,4987407238303
2316012A1132,ビオフェルミン配合散,分包/1g/1g,ビオフェルミン,225,g,,2025-12-08,56,121,0,2028-02-29,6.7,1507.5,,4987306066625
2149121F1102,ジルムロ配合錠ＬＤ「ニプロ」,PTP/1錠/10錠,ニプロ,134,錠,,2026-02-09,77,58,0,2028-01-31,23.9,3202.6,,4987190015020
1179054F1111,エスシタロプラム錠１０ｍｇ「ＴＣＫ」,PTP/10mg1錠/10錠,辰巳,401.5,錠,,2026-04-02,28,6,1.5,2026-10-31,44.1,17706.15,,4987124160512
2171021F1075,ベニジピン塩酸塩錠２ｍｇ「ＯＭＥ」,PTP/2mg1錠/10錠,大原,378,錠,,2026-04-03,28,5,0,2028-06-30,10.8,4082.4,,4987407156300
1319710Q2078,サンコバ点眼液０．０２％,包装小/0.02%5mL1瓶/1瓶,参天,19,瓶,,2026-03-06,5,33,0,2028-05-31,94.8,1801.2,,4987084120366
2149046F2070,イルベサルタン錠１００ｍｇ「オーハラ」,PTP/100mg1錠/10錠,大原,130,錠,,2025-10-15,70,175,0,2028-01-31,15.9,2067,,4987407102406
4490019F3101,エバスチンＯＤ錠５ｍｇ「サワイ」,PTP/5mg1錠/10錠,沢井,114,錠,,2026-02-24,112,43,0,2028-01-31,16.3,1858.2,,4987080117018
3339950Q1147,ヘパリン類似物質ローション０．３％「ＮＩＴ」,包装小/1g/50g,日東メディック,950,g,,2026-03-28,100,11,0,2028-05-31,6,5700,,4987497308856
3311401A2026,大塚生食注,20mL1管/1管,大塚工場,48,管,,2025-12-05,5,124,0,2028-07-31,104,4992,,4987035081517
2478001F1040,ルトラール錠２ｍｇ,PTP/2mg1錠/10錠,富士製薬,100,錠,,,,,0,2027-06-30,23.3,2330,,4987431190196
2399706M1087,アフタゾロン口腔用軟膏０．１％,包装小/0.1%1g/3g,あゆみ,30,g,,,,,0,2026-11-30,66,1980,,4987896367607
6290702Q1037,エフィナコナゾール爪外用液１０％「科研」,包装小/10%1g/3.56g,科研ファルマ,14.24,g,,2026-02-28,3.56,39,0,2028-08-31,654.6,9321.504,,4987042109020
3339950M1200,ヘパリン類似物質油性クリーム０．３％「ケンエー」,調剤用/1g,健栄,2000,g,,,,,0,2028-02-29,6.3,12600,,4987286219028
3999020F2025,アラバ錠２０ｍｇ,PTP/20mg1錠/10錠,サノフィ,299,錠,,2026-03-18,63,21,0,2027-08-31,117.2,35042.8,,4987199101335
2649735S3233,ロキソプロフェンナトリウムテープ１００ｍｇ「タイホウ」,包装小/10cm×14cm1枚/7枚,岡山大鵬,0,枚,,,,,0,,18.2,0,,4987117980301
6250021R1032,オセルタミビルＤＳ３％「サワイ」,バラ/3%1g,沢井,25,g,,2025-11-15,12.5,144,0,2027-12-31,75.9,1897.5,,4987080268444
2699715M2020,モイゼルト軟膏１％,包装小/1%1g/28g,大塚製薬,280,g,,,,,0,2027-06-30,145.1,40628,,4987035637813
2499422G4023,マンジャロ皮下注１０ｍｇアテオス,10mg0.5mL1キット/1キット,イーライリリー,0,キット,,2026-03-12,8,,0,,7696,0,,4987128099689
6250047D1021,ゾフルーザ顆粒２％分包,SP/2%500mg1包/1包,塩野義,3,包,,2026-03-04,2,35,0,2028-05-31,1666.2,4998.6,,4987087043372
2699715M1023,モイゼルト軟膏０．３％,包装小/0.3%1g/28g,大塚製薬,0,g,,2026-02-02,30,,0,,135.4,0,,4987035638018
2189022F1023,ネクセトール錠１８０ｍｇ,PTP/180mg1錠/10錠,大塚製薬,0,錠,,,,,0,,371.5,0,,4987035667216
1190034F2029,ボルズィ錠５ｍｇ,PTP/5mg1錠/10錠,大正製薬,0,錠,,,,,0,,71.1,0,,4987222003292
2699711Q1043,アダパレンゲル０．１％「ＴＣＫ」,包装小/0.1%1g/15g,辰巳,225,g,,2026-04-01,15,7,0,2028-07-31,21.2,4770,,4987124600315
2223001B1210,メジコン散１０％,バラ/10%1g,シオノギファーマ,99,g,,2025-12-04,0.5,125,0,2029-08-31,24.1,2385.9,,4987087032178
2649734Q1093,ジクロフェナクＮａゲル１％「ラクール」,包装小/1%1g/50g/アルミニウムチューブ,三友,1050,g,,2026-04-08,50,0,0,2028-12-31,3.1,3255,,4987435476111
2329020F2104,イルソグラジンマレイン酸塩錠４ｍｇ「日医工」,PTP/4mg1錠/10錠,日医工,251,錠,,2026-04-03,63,5,0,2028-03-31,10.8,2710.8,,4987376314312
6132015C1146,セフジトレン　ピボキシル小児用細粒１０％「ＳＷ」,バラ/100mg1g,沢井,0.2,g,,2025-12-04,6.3,125,0,,128.5,25.7,,4987080008446
3969019F1043,ダパグリフロジン錠５ｍｇ「サワイ」,PTP/5mg1錠/10錠,沢井,147,錠,,2026-04-07,30,1,0,2028-09-30,48.7,7158.9,,4987080007715
3969019F2040,ダパグリフロジン錠１０ｍｇ「サワイ」,PTP/10mg1錠/10錠,沢井,100,錠,,,,,0,2028-08-31,72,7200,,4987080008712
5200074D1022,ツムラ小柴胡湯加桔梗石膏エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,0,g,,,,,0,,37.1,0,,4987138810939
1139015F1116,ラコサミド錠５０ｍｇ「タカタ」,PTP/50mg1錠/10錠,高田,0,錠,,,,,0,,74.2,0,,4987120128707
1190012F6249,ドネペジル塩酸塩ＯＤ錠１０ｍｇ「トーワ」,PTP/10mg1錠/14錠,東和薬品,167,錠,,2026-02-03,70,64,0,2028-06-30,63,10521,,4987155353037
3339950R1150,ヘパリン類似物質外用泡状スプレー０．３％「ニットー」,包装小/1g/200g,日東メディック,0,g,,2026-02-26,200,,0,,6.3,0,,4987497303295
1139015F1086,ラコサミド錠５０ｍｇ「サワイ」,PTP/50mg1錠/10錠,沢井,188,錠,,2026-01-15,112,83,0,2028-04-30,74.2,13949.6,,4987080009818
3999001Q6029,ラグノスＮＦ経口ゼリー分包１２ｇ,包装小/54.167%12g1包/1包,三和化学,155,包,,2026-04-02,105,6,0,2028-11-30,49.4,7657,,4987086220569
7111001X1086,乳糖水和物「ケンエー」,バラ/10g/箱,健栄,500,g,,,,,0,2029-03-31,1.1,550,,4987286105789
1139014F2029,フィコンパ錠４ｍｇ,PTP/4mg1錠/14錠,エーザイ,22,錠,,2025-12-15,90,114,0,2030-03-31,319.7,7033.4,,4987028204046
6132015C1103,メイアクトＭＳ小児用細粒１０％,分包/100mg1g/0.5g,ＭｅｉｊｉＳｅｉｋａ,55.5,g,,2026-02-24,4.5,43,0,2027-12-31,192.8,10700.4,,4987222689410
2249001F3032,レスプレン錠３０ｍｇ,PTP/30mg1錠/10錠,太陽ファルマ,479,錠,,2026-01-27,21,71,0,2030-02-28,11.8,5652.2,,4987925113625
1169700S4024,ニュープロパッチ１３．５ｍｇ,包装小/13.5mg1枚/1枚,大塚製薬,0,枚,,2025-12-20,28,,0,,527.3,0,,4987035520818
1169012F1049,プラミペキソール塩酸塩錠０．１２５ｍｇ「ＤＳＥＰ」,PTP/0.125mg1錠/10錠,第一三共エスファ,216,錠,,2026-03-21,112,18,0,2028-01-31,7.7,1663.2,,4987081182114
1190033F1028,クービビック錠２５ｍｇ,PTP/25mg1錠/10錠,ネクセラＰＪ,200,錠,,2026-02-21,30,46,0,2027-06-30,56.9,11380,,4987087043143
5200125D1035,ツムラ白虎加人参湯エキス顆粒（医療用）,分包/1g/3g,ツムラ,204,g,,2026-03-26,90,13,0,2028-11-30,17.7,3610.8,,4987138803443
1139015F2082,ラコサミド錠１００ｍｇ「サワイ」,PTP/100mg1錠/10錠,沢井,146,錠,,2026-02-21,154,46,0,2028-04-30,121.1,17680.6,,4987080010616
3339003F4040,リバーロキサバンＯＤ錠１５ｍｇ「ＴＣＫ」,PTP/15mg1錠/10錠,辰巳,100,錠,,2026-03-23,30,16,0,2028-02-29,200,20000,,4987124161113
3339003F3043,リバーロキサバンＯＤ錠１０ｍｇ「ＴＣＫ」,PTP/10mg1錠/10錠,辰巳,77,錠,,2026-04-02,35,6,0,2028-02-29,143,11011,,4987124161014
3339950R1150,ヘパリン類似物質外用泡状スプレー０．３％「ニットー」,包装小/1g/100g,日東メディック,2000,g,,,,,0,2028-04-30,6.3,12600,,4987497303288
1319719M1046,ゾビラックス眼軟膏３％,包装小/3%1g/5g,日東メディック,10,g,,2026-02-14,5,53,0,2028-10-31,551.5,5515,,4987084228321
2229101F1060,フスコデ配合錠,PTP/1錠/10錠,マイランＥＰＤ,201,錠,,2026-02-02,36,65,0,2028-04-30,7.1,1427.1,,4987901117906
2649734Q1050,ナボールゲル１％,包装小/1%1g/50g,久光,800,g,,2026-03-30,50,9,0,2028-10-31,5.3,4240,,4987188425121
6132013M2025,セフゾンカプセル１００ｍｇ,PTP/100mg1カプセル/10カプセル,ＬＴＬファーマ,70,カプセル,,2026-01-15,30,83,0,2027-05-31,59.7,4179,,4987919100785
1169700S5020,ニュープロパッチ１８ｍｇ,包装小/18mg1枚/1枚,大塚製薬,7,枚,,2026-03-21,28,18,0,2027-08-31,611.5,4280.5,,4987035558514
2646713N1182,クロベタゾールプロピオン酸エステルクリーム０．０５％「ＭＹＫ」,調剤用/0.05%1g,前田,0,g,,,,,0,,11.7,0,,4987316136257
1169012F2045,プラミペキソール塩酸塩錠０．５ｍｇ「ＤＳＥＰ」,PTP/0.5mg1錠/10錠,第一三共エスファ,50,錠,,2026-01-17,50,81,0,2027-06-30,27.8,1390,,4987081182138
2646713M1209,クロベタゾールプロピオン酸エステル軟膏０．０５％「ＭＹＫ」,調剤用/0.05%1g,前田,200,g,,2026-01-27,100,71,0,2030-06-30,11.7,2340,,4987316136233
2590009F5034,ナフトピジルＯＤ錠７５ｍｇ「ＤＳＥＰ」,PTP/75mg1錠/10錠,第一三共エスファ,65,錠,,2026-03-16,35,23,0,2028-03-31,14.2,923,,4987081184217
2190016X1105,カリメート散,分包/1g/5g,興和,525,g,,2026-02-06,105,61,0,2030-07-31,8.1,4252.5,,4987770565105
2646713M1209,クロベタゾールプロピオン酸エステル軟膏０．０５％「ＭＹＫ」,包装小/0.05%1g/5g,前田,-220,g,,2026-04-06,100,,0,,11.7,-2574,,4987020022020
3399003F1154,リマプロスト　アルファデクス錠５μｇ「サワイ」,PTP/5μg1錠/21錠,メディサ,1680,錠,,,,,0,2028-09-30,8.9,14952,,4987080009375
2171022F3170,アムロジピンＯＤ錠２．５ｍｇ「サワイ」,PTP/2.5mg1錠/10錠,沢井,471,錠,,2026-04-07,28,1,0,2028-09-30,10.8,5086.8,,4987080552024
1179058F4020,レキサルティＯＤ錠１ｍｇ,PTP/1mg1錠/10錠,大塚製薬,185,錠,,2026-04-02,35,6,0,2028-07-31,205.5,38017.5,,4987035614517
3339950R1169,ヘパリン類似物質外用泡状スプレー０．３％「日本臓器」,包装小/1g/200g,日本臓器,1400,g,,2026-04-07,200,1,0,2028-06-30,6.3,8820,,4987174422042
3399009F1046,プラスグレル錠３．７５ｍｇ「トーワ」,PTP/3.75mg1錠/10錠,東和薬品,166,錠,,2026-04-06,6,2,0,2028-08-31,118.2,19621.2,,4987155164220
2149043F1127,アゼルニジピン錠８ｍｇ「トーワ」,PTP/8mg1錠/10錠,東和薬品,175,錠,,2026-03-04,25,35,0,2028-04-30,10.8,1890,,4987155044096
2456001F3046,プレドニゾロン錠２．５ｍｇ「ＮＰ」,PTP/2.5mg1錠/10錠,ニプロ,352,錠,,2026-04-02,36,6,0,2028-08-31,10.5,3696,,4987190023513
1179058F5026,レキサルティＯＤ錠２ｍｇ,PTP/2mg1錠/10錠,大塚製薬,72,錠,,2026-03-13,28,26,0,2028-01-31,392.6,28267.2,,4987035614814
2399714J3029,ナウゼリン坐剤６０,包装小/60mg1個/5個,協和キリン,12,個,,2026-03-19,8,20,0,2027-11-30,66.7,800.4,,4987057080369
1319732Q1035,レスキュラ点眼液０．１２％,包装小/0.12%1mL/5mL,日東メディック,21,mL,,2026-03-31,30,8,0,2028-03-31,170,3570,,4987497305923
3399003F1154,リマプロスト　アルファデクス錠５μｇ「サワイ」,バラ/5μg1錠,メディサ,400,錠,,,,,0,2028-09-30,8.9,3560,,4987080009344
5200135D1047,ツムラ麻杏よく甘湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,157.5,g,,2026-04-01,157.5,7,0,2028-09-30,8.7,1370.25,,4987138807847
3112001F2051,ワンアルファ錠０．５μｇ,PTP/0.5μg1錠/10錠,帝人ファーマ,200,錠,,,,,0,2027-06-30,7.2,1440,,4987294311608
3999468G6020,メトジェクト皮下注１０ｍｇペン０．２０ｍＬ,10mg0.2mL1キット/1キット,日本メダック,1,キット,,2026-04-02,1,6,0,2028-02-29,2265,2265,,4987028206729
2149039F2100,ロサルタンＫ錠５０ｍｇ「トーワ」,PTP/50mg1錠/10錠,東和薬品,200,錠,,,,,0,2030-03-31,18.1,3620,,4987155592016
1190012F4297,ドネペジル塩酸塩ＯＤ錠５ｍｇ「オーハラ」,PTP/5mg1錠/14錠,大原,0,錠,,,,,0,,37.8,0,,4987407238419
1190017F2092,プレガバリンＯＤ錠７５ｍｇ「ＺＥ」,PTP/75mg1錠/10錠,全星,0,錠,,,,,0,,16.1,0,,4987104079117
1190017F1096,プレガバリンＯＤ錠２５ｍｇ「ＺＥ」,PTP/25mg1錠/10錠,全星,0,錠,,,,,0,,10.2,0,,4987104079018
